"","type","variable","image.size"
"1000","Measurement","size",3347840
"1001","Measurement","size",3069033
"1002","Measurement","size",3049604
"1003","Measurement","size",3296937
"1004","Measurement","size",3247630
"1005","Measurement","size",3072881
"1006","Measurement","size",3145777
"1007","Measurement","size",3121377
"1008","Measurement","size",3256793
"1009","Measurement","size",3229373
"1010","Measurement","size",3302999
"1011","Measurement","size",3559300
"1012","Measurement","size",3085067
"1013","Measurement","size",3452305
"1014","Measurement","size",2867246
"1015","Measurement","size",3800300
"1016","Measurement","size",5187005
"1017","Measurement","size",3370395
"1018","Measurement","size",3429438
"1019","Measurement","size",3709951
"1020","Measurement","size",2970746
"1021","Measurement","size",2958174
"1022","Measurement","size",3851179
"1023","Measurement","size",3456794
"1024","Measurement","size",3393226
"1025","Measurement","size",3797521
"1026","Measurement","size",3901506
"1027","Measurement","size",3425347
"1028","Measurement","size",3207717
"1029","Measurement","size",3300951
"1030","Measurement","size",3154973
"1031","Measurement","size",3208375
"1032","Measurement","size",3346038
"1033","Measurement","size",3177397
"1034","Measurement","size",2894522
"1035","Measurement","size",2866658
"1036","Measurement","size",2889143
"1037","Measurement","size",2876279
"1038","Measurement","size",2875022
"1039","Measurement","size",2886042
"1040","Measurement","size",2978237
"1041","Measurement","size",3720874
"1042","Measurement","size",3791134
"1043","Measurement","size",3665421
"1044","Measurement","size",3697134
"1045","Measurement","size",3677594
"1046","Measurement","size",3535879
"1047","Measurement","size",3635288
"1048","Measurement","size",3611538
"1049","Measurement","size",3436411
"1050","Measurement","size",3681759
"1051","Measurement","size",3605697
"1052","Measurement","size",2954806
"1053","Measurement","size",3039008
"1054","Measurement","size",3022246
"1055","Measurement","size",3191033
"1056","Measurement","size",3114978
"1057","Measurement","size",3083051
"1058","Measurement","size",3163084
"1059","Measurement","size",3216333
"1060","Measurement","size",3578117
"1061","Measurement","size",3563885
"1062","Measurement","size",3633595
"1063","Measurement","size",3445223
"1064","Measurement","size",3613466
"1065","Measurement","size",3475713
"1066","Measurement","size",3644891
"1067","Measurement","size",3907940
"1068","Measurement","size",3697605
"1069","Measurement","size",3537761
"1070","Measurement","size",3567304
"1071","Measurement","size",3604986
"1072","Measurement","size",3610367
"1073","Measurement","size",3396148
"1074","Measurement","size",3513647
"1075","Measurement","size",3125018
"1076","Measurement","size",3541654
"1077","Measurement","size",3581027
"1078","Measurement","size",3409578
"1079","Measurement","size",2921089
"1080","Measurement","size",3321077
"1081","Measurement","size",3118357
"1082","Measurement","size",3282960
"1083","Measurement","size",3340597
"1084","Measurement","size",3344956
"1085","Measurement","size",3313854
"1086","Measurement","size",2857714
"1087","Measurement","size",2740882
"1088","Measurement","size",2969858
"1089","Measurement","size",3125088
"1090","Measurement","size",3864131
"1091","Measurement","size",4054151
"1092","Measurement","size",3247593
"1093","Measurement","size",3233700
"1094","Measurement","size",3394888
"1095","Measurement","size",3334102
"1096","Measurement","size",3115268
"1097","Measurement","size",3076696
"1098","Measurement","size",3253642
"1099","Measurement","size",3495927
"1100","Measurement","size",3395032
"1101","Measurement","size",3443938
"1102","Measurement","size",3516214
"1103","Measurement","size",3539540
"1104","Measurement","size",3535111
"1105","Measurement","size",3357526
"1106","Measurement","size",3330383
"1107","Measurement","size",3255454
"1108","Measurement","size",3773743
"1109","Measurement","size",3601861
"1110","Measurement","size",3204225
"1111","Measurement","size",3025882
"1112","Measurement","size",2835528
"1113","Measurement","size",2704767
"1114","Measurement","size",2733360
"1115","Measurement","size",2873455
"1116","Measurement","size",3174364
"1117","Measurement","size",3622714
"1118","Measurement","size",3027997
"1119","Measurement","size",3570351
"1120","Measurement","size",3483459
"1121","Measurement","size",3310819
"1122","Measurement","size",2965815
"1123","Measurement","size",3163159
"1124","Measurement","size",3398769
"1125","Measurement","size",3539342
"1126","Measurement","size",3536522
"1127","Measurement","size",3290869
"1128","Measurement","size",3583400
"1129","Measurement","size",3274433
"1130","Measurement","size",3002932
"1131","Measurement","size",2969438
"1132","Measurement","size",3248140
"1133","Measurement","size",3269692
"1134","Measurement","size",3321444
"1135","Measurement","size",3360290
"1136","Measurement","size",3330510
"1137","Measurement","size",3381609
"1138","Measurement","size",2901580
"1139","Measurement","size",3169547
"1140","Measurement","size",3163804
"1141","Measurement","size",3347679
"1142","Measurement","size",3589000
"1143","Measurement","size",3148936
"1144","Measurement","size",3221584
"1145","Measurement","size",3288823
"1146","Measurement","size",3652577
"1147","Measurement","size",3457469
"1148","Measurement","size",3397660
"1149","Measurement","size",3414923
"1150","Measurement","size",3242655
"1151","Measurement","size",3220238
"1152","Measurement","size",3211502
"1153","Measurement","size",3392461
"1154","Measurement","size",3666215
"1155","Measurement","size",3348733
"1156","Measurement","size",3449431
"1157","Measurement","size",3068725
"1158","Measurement","size",2775028
"1159","Measurement","size",2787270
"1160","Measurement","size",2889304
"1161","Measurement","size",3229980
"1162","Measurement","size",3485799
"1163","Measurement","size",3543847
"1164","Measurement","size",3241582
"1165","Measurement","size",3489140
"1166","Measurement","size",3513453
"1167","Measurement","size",3501097
"1168","Measurement","size",3526017
"1169","Measurement","size",3520012
"1170","Measurement","size",3358321
"1171","Measurement","size",3410052
"1172","Measurement","size",3515149
"1173","Measurement","size",3184674
"1174","Measurement","size",2863176
"1175","Measurement","size",2862937
"1176","Measurement","size",3250899
"1177","Measurement","size",3367425
"1178","Measurement","size",3369373
"1179","Measurement","size",3248110
"1180","Measurement","size",3374093
"1181","Measurement","size",3339514
"1182","Measurement","size",3129690
"1183","Measurement","size",3308402
"1184","Measurement","size",3334560
"1185","Measurement","size",3251623
"1186","Measurement","size",3437502
"1187","Measurement","size",3287099
"1188","Measurement","size",3268976
"1189","Measurement","size",3352271
"1190","Measurement","size",3345693
"1191","Measurement","size",3491793
"1192","Measurement","size",3172849
"1193","Measurement","size",3369338
"1194","Measurement","size",2835413
"1195","Measurement","size",2837372
"1196","Measurement","size",3510381
"1197","Measurement","size",3528320
"1198","Measurement","size",3545511
"1199","Measurement","size",3702413
"1200","Measurement","size",3260023
"1201","Measurement","size",3033513
"1202","Measurement","size",3511090
"1203","Measurement","size",3586212
"1204","Measurement","size",3287295
"1205","Measurement","size",1231600
"1206","Measurement","size",1569424
"1207","Measurement","size",1356402
"1208","Measurement","size",1436875
"1209","Measurement","size",1343209
"1210","Measurement","size",1366670
"1211","Measurement","size",1216435
"1212","Measurement","size",1018199
"1213","Measurement","size",961536
"1214","Measurement","size",98529
"1215","Measurement","size",1853769
"1216","Measurement","size",1591619
"1217","Measurement","size",1773148
"1218","Measurement","size",1501010
"1219","Measurement","size",733482
"1220","Measurement","size",747722
"1221","Measurement","size",947491
"1222","Measurement","size",1150276
"1223","Measurement","size",351612
"1224","Measurement","size",1150710
"1225","Measurement","size",1264942
"1226","Measurement","size",1471318
"1227","Measurement","size",1417006
"1228","Measurement","size",1173916
"1229","Measurement","size",1189108
"1230","Measurement","size",1284940
"1231","Measurement","size",1296988
"1232","Measurement","size",1383942
"1233","Measurement","size",1445311
"1234","Measurement","size",1380904
"1235","Measurement","size",1393316
"1236","Measurement","size",1524174
"1237","Measurement","size",1595624
"1238","Measurement","size",1410852
"1239","Measurement","size",1386209
"1240","Measurement","size",1220738
"1241","Measurement","size",1177246
"1242","Measurement","size",1358653
"1243","Measurement","size",1278778
"1244","Measurement","size",1294073
"1245","Measurement","size",1427828
"1246","Measurement","size",54574
"1247","Measurement","size",2205319
"1248","Measurement","size",1187813
"1249","Measurement","size",1315388
"1250","Measurement","size",1931714
"1251","Measurement","size",1768312
"1252","Measurement","size",1373562
"1253","Measurement","size",1672640
"1254","Measurement","size",1285362
"1255","Measurement","size",1198471
"1256","Measurement","size",1210086
"1257","Measurement","size",1140055
"1258","Measurement","size",1135685
"1259","Measurement","size",1187878
"1260","Measurement","size",1182542
"1261","Measurement","size",1138935
"1262","Measurement","size",1107665
"1263","Measurement","size",1104391
"1264","Measurement","size",1119396
"1265","Measurement","size",1258127
"1266","Measurement","size",1243569
"1267","Measurement","size",1247188
"1268","Measurement","size",1354335
"1269","Measurement","size",1021126
"1270","Measurement","size",1010240
"1271","Measurement","size",1107721
"1272","Measurement","size",1177227
"1273","Measurement","size",1155703
"1274","Measurement","size",1025936
"1275","Measurement","size",1097167
"1276","Measurement","size",1095043
"1277","Measurement","size",1041867
"1278","Measurement","size",1158552
"1279","Measurement","size",1112206
"1280","Measurement","size",1082797
"1281","Measurement","size",1093921
"1282","Measurement","size",1110563
